row_id,model,question,gold_answer,model_response,gold_norm,pred_norm,exact_match,contains_gold,fuzzy_score,fuzzy_correct_80,fuzzy_correct_90,response_length_chars,gold_length_chars
2786,openai:gpt-4o-mini,En quelle date les papes sont-ils partis d'Avignon ?,1376,1377,1376,1377,0,0,75.0,0,0,4,4
2741,openai:gpt-4o-mini,En quelle année la France cède-t-elle des colonies ?,1763,1783.,1763,1783,0,0,75.0,0,0,5,4
2410,openai:gpt-4o-mini,L’IUPAC a confirmé l’identification du tennesse en 2015 où 2016 ?,2015,2016.,2015,2016,0,0,75.0,0,0,5,4
625,openai:gpt-4o-mini,Qui est la mère de Nymphadora Tonks ?,Andromeda,Andromeda Tonks.,andromeda,andromeda tonks,0,1,75.0,0,0,16,9
2969,openai:gpt-4o-mini,Quand Lille a t il remporté son premier titre de champion?,1914,1946,1914,1946,0,0,75.0,0,0,4,4
1880,openai:gpt-4o-mini,En quelle année le camp de concentration accueilli-t-il ces premières détenues et geôlières?,1942,1944,1942,1944,0,0,75.0,0,0,4,4
2967,openai:gpt-4o-mini,Quelle est l'année de naissance de l'US Tourcoing ?,1902,1904,1902,1904,0,0,75.0,0,0,4,4
2968,openai:gpt-4o-mini,Quelle est l'année de naissance de l'US Tourcoing ?,1902,1906,1902,1906,0,0,75.0,0,0,4,4
2960,openai:gpt-4o-mini,Quand est ce que la Ligue du Nord est née ?,1919,1989.,1919,1989,0,0,75.0,0,0,5,4
1547,openai:gpt-4o-mini,Quel est le plus important site de vente de livres en ligne ?,Amazon.com,Amazon.,amazon com,amazon,0,0,75.0,0,0,7,10
537,openai:gpt-4o-mini,Quand le PCF n'est plus dans la coalition au pouvoir?,1947,1978.,1947,1978,0,0,75.0,0,0,5,4
2961,openai:gpt-4o-mini,Quand est ce que la Ligue du Nord est née ?,1919,1989.,1919,1989,0,0,75.0,0,0,5,4
2970,openai:gpt-4o-mini,Quand Lille a t il remporté son premier titre de champion?,1914,1946,1914,1946,0,0,75.0,0,0,4,4
1882,openai:gpt-4o-mini,En quelle année le camp de concentration accueilli-t-il ces premières détenues et geôlières?,1942,1940,1942,1940,0,0,75.0,0,0,4,4
690,openai:gpt-4o-mini,Quand Jean Chaintron rejoint-il le SRI?,1930,1983.,1930,1983,0,0,75.0,0,0,5,4
539,openai:gpt-4o-mini,Quand le PCF n'est plus dans la coalition au pouvoir?,1947,1978.,1947,1978,0,0,75.0,0,0,5,4
2739,openai:gpt-4o-mini,Avec qui la France entre-t-elle en guerre en 1689 ?,avec l'Angleterre,Angleterre.,avec l angleterre,angleterre,0,0,74.07407407407408,0,0,11,17
808,openai:gpt-4o-mini,Quelle bataille les Anglais perdent ils ?,la bataille de Beauport,La bataille de Hastings.,la bataille de beauport,la bataille de hastings,0,0,73.91304347826086,0,0,24,23
1515,openai:gpt-4o-mini,Qui étaient les trois physiciens originaires de Hongries associés au projet Manhattan N,"Leó Szilárd, Edward Teller et Eugene Wigner","Leo Szilard, Edward Teller, John von Neumann.",leo szilard edward teller et eugene wigner,leo szilard edward teller john von neumann,0,0,73.80952380952381,0,0,45,43
2906,openai:gpt-4o-mini,S'où par il pour rejoindre les Pays-Bas Autrichiens en 1790 ?,De Mayence,De France.,de mayence,de france,0,0,73.6842105263158,0,0,10,10
2730,openai:gpt-4o-mini,Quand les ambassadeurs permanents apparaissent-ils ?,à partir du XVIe siècle,Au XVIIe siècle.,a partir du xvie siecle,au xviie siecle,0,0,73.6842105263158,0,0,16,23
2729,openai:gpt-4o-mini,Quand les ambassadeurs permanents apparaissent-ils ?,à partir du XVIe siècle,Au XVIIe siècle.,a partir du xvie siecle,au xviie siecle,0,0,73.6842105263158,0,0,16,23
2253,openai:gpt-4o-mini,A quoi mène les revendications au trone des Pandava et Kaurava ?,bataille de Kurukshetra,À la guerre de Kurukshetra.,bataille de kurukshetra,a la guerre de kurukshetra,0,0,73.46938775510203,0,0,27,23
1627,openai:gpt-4o-mini,Combien de Polonais vivent sur Terre?,38 millions,Environ 38 millions.,38 millions,environ 38 millions,0,1,73.33333333333334,0,0,20,11
1626,openai:gpt-4o-mini,Combien de Polonais vivent sur Terre?,38 millions,Environ 38 millions.,38 millions,environ 38 millions,0,1,73.33333333333334,0,0,20,11
2005,openai:gpt-4o-mini,Qui est l'adversaire de don Luis de Cordova?,l'amiral Rodney,L'amiral Nelson.,l amiral rodney,l amiral nelson,0,0,73.33333333333334,0,0,16,15
2254,openai:gpt-4o-mini,A quoi mène les revendications au trone des Pandava et Kaurava ?,la bataille de Kurukshetra,À la guerre de Kurukshetra.,la bataille de kurukshetra,a la guerre de kurukshetra,0,0,73.07692307692308,0,0,27,26
1230,openai:gpt-4o-mini,Quelle est la population de Berlin ?,"environ 3,8 millions d'habitants","Environ 3,7 millions.",environ 3 8 millions d habitants,environ 3 7 millions,0,0,73.07692307692308,0,0,21,32
189,openai:gpt-4o-mini,Quels métiers exercent les accolytes surréalistes de Breton ?,"écrivains, poètes, peintres, artistes","Écrivains, peintres, sculpteurs.",ecrivains poetes peintres artistes,ecrivains peintres sculpteurs,0,0,73.01587301587303,0,0,32,37
2670,openai:gpt-4o-mini,Quel est la seule partie de leur corps que les tortues laissent émergée ?,tête,La tête.,tete,la tete,0,1,72.72727272727273,0,0,8,4
461,openai:gpt-4o-mini,Quel sport se joue avec un club ?,le golf,Golf.,le golf,golf,0,0,72.72727272727273,0,0,5,7
2671,openai:gpt-4o-mini,Quel est la seule partie de leur corps que les tortues laissent émergée ?,tête,La tête.,tete,la tete,0,1,72.72727272727273,0,0,8,4
2743,openai:gpt-4o-mini,A partir de quelle période les documentaires se banalisent-ils ?,à la fin des années 1970,Dans les années 1960.,a la fin des annees 1970,dans les annees 1960,0,0,72.72727272727273,0,0,21,24
1224,openai:gpt-4o-mini,Quand les institutions fédérales se sont elles installées à Berlin ?,en 1999,1999,en 1999,1999,0,0,72.72727272727273,0,0,4,7
2521,openai:gpt-4o-mini,Comment s'appelle la communauté musulmane ?,l’oumma,Umma.,l oumma,umma,0,0,72.72727272727273,0,0,5,7
930,openai:gpt-4o-mini,Quand Wole Soyinka a-t-il reçu le prix Nobel ?,en 1986,1986.,en 1986,1986,0,0,72.72727272727273,0,0,5,7
183,openai:gpt-4o-mini,Quel est le titre de l'oeuvre théatrale écrite par Apollinaire ?,"Les Mamelles de Tirésias, « drame surréaliste",Les Mamelles de Tirésias.,les mamelles de tiresias drame surrealiste,les mamelles de tiresias,0,0,72.72727272727273,0,0,25,45
1881,openai:gpt-4o-mini,En quelle année le camp de concentration accueilli-t-il ces premières détenues et geôlières?,En 1942,1942.,en 1942,1942,0,0,72.72727272727273,0,0,5,7
789,openai:gpt-4o-mini,Quand débute le règne de la dynastie Qing ?,En 1644,1644,en 1644,1644,0,0,72.72727272727273,0,0,4,7
1745,openai:gpt-4o-mini,Sur qui Erskine teste-t-il le sérum ?,sur Rogers,Steve Rogers.,sur rogers,steve rogers,0,0,72.72727272727273,0,0,13,10
2311,openai:gpt-4o-mini,En quelle année la Palestine est-elle devenue un membre de l'UNESCO ?,En 2011,2011,en 2011,2011,0,0,72.72727272727273,0,0,4,7
904,openai:gpt-4o-mini,Quand l'empereur d'Éthiopie a-t-il été tué ?,en 1975,1975.,en 1975,1975,0,0,72.72727272727273,0,0,5,7
75,openai:gpt-4o-mini,Quel est le problème sur les systèmes X11 concernant les couleurs garanties ?,les couleurs garanties sur le web trament,Les couleurs garanties sont limitées.,les couleurs garanties sur le web trament,les couleurs garanties sont limitees,0,0,72.72727272727273,0,0,37,41
2451,openai:gpt-4o-mini,Quel vaisseau loyaliste a menacé West Point lors de la guerre d'indépendance des États-Unis ?,le vaisseau Vulture,Le HMS Vulture.,le vaisseau vulture,le hms vulture,0,0,72.72727272727273,0,0,15,19
1586,openai:gpt-4o-mini,Quelle faculté a été créée en 1846 ?,La faculté des lettres,La faculté de médecine.,la faculte des lettres,la faculte de medecine,0,0,72.72727272727273,0,0,23,22
1539,openai:gpt-4o-mini,Quand le Billboard magazine est il passé d'un système de remontée manuelle des ventes à un système de remontée automatique ?,en 1991,1991.,en 1991,1991,0,0,72.72727272727273,0,0,5,7
1328,openai:gpt-4o-mini,Pour qui l'utilisation des viaducs ferroviaires par le CDG Express créerait des nuisances sonores ?,pour les habitants,Pour les riverains.,pour les habitants,pour les riverains,0,0,72.22222222222221,0,0,19,18
2580,openai:gpt-4o-mini,Quel sutlan conquiert la capitale byzantine ?,Mehmed II,Sultan Mehmed II.,mehmed ii,sultan mehmed ii,0,1,72.0,0,0,17,9
130,openai:gpt-4o-mini,A quel musée anglais compare-t-on le musée Pouchkine ?,British Museum de Londres,British Museum.,british museum de londres,british museum,0,0,71.7948717948718,0,0,15,25
1587,openai:gpt-4o-mini,À quelle organisme est rattachée l'école de droit à partir de 1808 ?,université impériale,Université de Paris.,universite imperiale,universite de paris,0,0,71.7948717948718,0,0,20,20
2948,openai:gpt-4o-mini,Près de quelle ville habitent les Diggory?,Loutry Ste Chaspoule,Ottery St Catchpole.,loutry ste chaspoule,ottery st catchpole,0,0,71.7948717948718,0,0,20,20
2947,openai:gpt-4o-mini,Près de quelle ville habitent les Diggory?,Loutry Ste Chaspoule,Ottery St. Catchpole.,loutry ste chaspoule,ottery st catchpole,0,0,71.7948717948718,0,0,21,20
1202,openai:gpt-4o-mini,Quel est le montant du budget de la ville de Berlin ?,plus de 20 milliards d'euros,Environ 34 milliards d'euros.,plus de 20 milliards d euros,environ 34 milliards d euros,0,0,71.42857142857143,0,0,29,28
2736,openai:gpt-4o-mini,Où le traité de 1748 a-t-il été signé ?,le traité d'Aix-la-Chapelle,Aix-la-Chapelle.,le traite d aix la chapelle,aix la chapelle,0,0,71.42857142857143,0,0,16,27
1216,openai:gpt-4o-mini,À quelle origine renvoient les toponymes en -in de l'Est de l'Allemagne ?,au slave,Slaves.,au slave,slaves,0,0,71.42857142857143,0,0,7,8
1227,openai:gpt-4o-mini,Combien y a-t-il d'habitants dans la région métropolitaine de Berlin-Brandebourg ?,6 millions,Environ 6 millions.,6 millions,environ 6 millions,0,1,71.42857142857143,0,0,19,10
612,openai:gpt-4o-mini,Quel est le lieu de l'église catholique recevant le plus de visiteurs ?,la cité du Vatican,Le Vatican.,la cite du vatican,le vatican,0,0,71.42857142857143,0,0,11,18
1787,openai:gpt-4o-mini,Quelle est la couleur caractéristique qui ressort dans les désignation de la Chelidonium majus?,jaune vif,Jaune.,jaune vif,jaune,0,0,71.42857142857143,0,0,6,9
1228,openai:gpt-4o-mini,Combien y a-t-il d'habitants dans la région métropolitaine de Berlin-Brandebourg ?,6 millions,Environ 6 millions.,6 millions,environ 6 millions,0,1,71.42857142857143,0,0,19,10
1293,openai:gpt-4o-mini,Pour quelle compagnie le Vizzavona navigue-t-il depuis 2018 ?,Corsica Linea,Corsica Ferries.,corsica linea,corsica ferries,0,0,71.42857142857143,0,0,16,13
1294,openai:gpt-4o-mini,Pour quelle compagnie le Vizzavona navigue-t-il depuis 2018 ?,Corsica Linea,Corsica Ferries.,corsica linea,corsica ferries,0,0,71.42857142857143,0,0,16,13
2599,openai:gpt-4o-mini,Combien de siècles a-t-il perduré ?,plus de six siècles,Deux siècles.,plus de six siecles,deux siecles,0,0,70.96774193548387,0,0,13,19
436,openai:gpt-4o-mini,Qui sont les acteurs qui n'étaient pas en faveur de la guerre d'indépendance américaine ?,70 000 loyalistes,Les loyalistes.,70 000 loyalistes,les loyalistes,0,0,70.96774193548387,0,0,15,17
883,openai:gpt-4o-mini,Quelles étaient les activités principales de l'Ancienne bourse ?,"l'immobilier, les marchandises, et les transactions bancaires",Le commerce et les transactions financières.,l immobilier les marchandises et les transactions bancaires,le commerce et les transactions financieres,0,0,70.58823529411764,0,0,44,61
1498,openai:gpt-4o-mini,De quel état américain Edward Dickinson Baker a-t-il été sénateur ?,de l'Oregon,Oregon.,de l oregon,oregon,0,0,70.58823529411764,0,0,7,11
820,openai:gpt-4o-mini,Quelle bataille s'est déroulée à l'emplacement actuel de Moncton ?,la bataille de Fort Beauséjour,La bataille de La Montée.,la bataille de fort beausejour,la bataille de la montee,0,0,70.37037037037037,0,0,25,30
1138,openai:gpt-4o-mini,Quel culte ont célébré les rois séleucides ?,le culte babylonien,Le culte d'Apollon.,le culte babylonien,le culte d apollon,0,0,70.27027027027026,0,0,19,19
1137,openai:gpt-4o-mini,Quel culte ont célébré les rois séleucides ?,le culte babylonien,Le culte d'Apollon.,le culte babylonien,le culte d apollon,0,0,70.27027027027026,0,0,19,19
1677,openai:gpt-4o-mini,Qui est le rival de l’AC milan ?,l'Inter,L'Inter Milan.,l inter,l inter milan,0,1,70.0,0,0,14,7
1082,openai:gpt-4o-mini,Où se situe la chaîne des Bibans ?,en Kabylie,En Algérie.,en kabylie,en algerie,0,0,70.0,0,0,11,10
2140,openai:gpt-4o-mini,Comment s’appelle la soeur de Lily Evans ?,Pétunia,Petunia Evans.,petunia,petunia evans,0,1,70.0,0,0,14,7
