row_id,model,question,gold_answer,model_response
478,openai:gpt-4o-mini,Qui sont les bénéficiaires de l'aide à l'innovation ?,entreprises,Les entreprises innovantes.
479,openai:gpt-4o-mini,Qui sont les bénéficiaires de l'aide à l'innovation ?,entreprises,Les entreprises.
480,openai:gpt-4o-mini,Quel dispositif complémentaire au crédit d'impôt recherche est considéré comme une aide à l'innovation ?,prêts bancaires classiques,Crédit d'impôt innovation
481,openai:gpt-4o-mini,Quelles sont les modalités de versement des prêts bancaires ?,en une fois et remboursables,Mensualités.
482,openai:gpt-4o-mini,Quel est l'ordre de grandeur de l'aide fiscale en 2015 ?,7 milliards d'euros annuels,60 milliards d'euros.
483,openai:gpt-4o-mini,Quel est l'ordre de grandeur de l'aide fiscale en 2015 ?,milliards d'euros,70 milliards d'euros.
484,openai:gpt-4o-mini,"Où a été retrouvé le manuscrit ""Deuxième Section"" ?",à Strasbourg,À l'Abbaye de Saint-Laurent.
485,openai:gpt-4o-mini,Qui sont les acteurs reliés dans la tradition décrite dans le manuscrit de 1760 ?,"templiers, Rose-Croix et francs-maçons",Les acteurs sont Hésiode et Homère.
486,openai:gpt-4o-mini,Qui est l'oncle de Beaujeau ?,Jacques de Molay,Gérard.
487,openai:gpt-4o-mini,Qui a restitué l'Ordre du Temple ?,Beaujeu,Le pape Clément V.
488,openai:gpt-4o-mini,De quelle nationalité est le manuscrit de 1761 ?,1761,Française.
489,openai:gpt-4o-mini,Qu'est-ce qu'un MVP,NBA Most Valuable Player (meilleur joueur de la saison régulière),Produit Minimum Viable.
490,openai:gpt-4o-mini,Quand est-ce qu'il a été rooki of the year ?,Après le titre de NBA Rookie of the Year (débutant de l'année) en 1961,1999.
491,openai:gpt-4o-mini,Combien de fois a-t-il été sélectionné ?, Il obtient douze sélections au NBA All-Star Game de 1961 à 1972,Quinze.
492,openai:gpt-4o-mini,Quand est-ce qu'il a été MVP ?,en 1964,2021
493,openai:gpt-4o-mini,Dans quelle ligue joue Robertson ?,NBA,Premier League.
494,openai:gpt-4o-mini,De quelle langue provient le mot Aragog ?,latin,Latin
495,openai:gpt-4o-mini,Avec quelle autre animal Acromantula a été confondu ?,le monstre de la Chambre des Secrets,Araignée géante.
496,openai:gpt-4o-mini,Avec quelle autre animal Acromantula a été confondu ?,le monstre de la Chambre des Secrets,Araignée.
497,openai:gpt-4o-mini,Qui a amené Aragog dans l'école?,Hagrid,Hagrid.
498,openai:gpt-4o-mini,Qui a amené Aragog dans l'école?,Hagrid,Hagrid.
499,openai:gpt-4o-mini,Qui a amené Aragog dans l'école?,Hagrid,Hagrid.
500,openai:gpt-4o-mini,Quel est le rôle d'aragog?,roi des araignées,Gardien des acromantulas.
501,openai:gpt-4o-mini,Qui connaissait les Horcruxes ?,Slughorn,"Tom Riddle, Dumbledore, Voldemort."
502,openai:gpt-4o-mini,Qui connaissait les Horcruxes ?,Slughorn,Voldemort.
503,openai:gpt-4o-mini,Où a eu lieu le meutre d'emmeline vance?,quelques mètres du 10 Downing Street,À Paris.
504,openai:gpt-4o-mini,Où a eu lieu le meutre d'emmeline vance?,à quelques mètres du 10 Downing Street,À Paris.
505,openai:gpt-4o-mini,De quelle organisation fait elle partie?,Ordre du Phénix,Aucune information fournie.
506,openai:gpt-4o-mini,Où loge le premier ministre modlu?,10 Downing Street,À la Kasbah.
507,openai:gpt-4o-mini,Où loge le premier ministre modlu?,10 Downing Street,Dans un hôtel particulier.
508,openai:gpt-4o-mini,Qui a assassiné emmeline vance?,les Mangemorts,James Charles Vance.
509,openai:gpt-4o-mini,Qui a assassiné emmeline vance?,Mangemorts,Sir George Vance.
510,openai:gpt-4o-mini,Qui a fourni les informations aidant à sa capture?,Bellatrix Lestrange,Un informateur.
511,openai:gpt-4o-mini,Qui a fourni les informations aidant à sa capture?,Rogue,Un informateur.
512,openai:gpt-4o-mini,Qui a fourni les informations aidant à sa capture?,Rogue,Un complice.
513,openai:gpt-4o-mini,Qui est la fille de ted tonks?,Nymphadora Tonks,Nymphadora Tonks.
514,openai:gpt-4o-mini,Comment est mort Ted ?,assassiné par des partisans de Voldemort,D'accident.
515,openai:gpt-4o-mini,Quelle est l'origine de ted ?,moldue,Américain.
516,openai:gpt-4o-mini,Pourquoi les blacks renient nymphadora ?,mariage d'Andromeda avec Ted,Incompréhension populaire.
517,openai:gpt-4o-mini,Pourquoi les blacks renient nymphadora ?,Le mariage d'Andromeda avec Ted,Incompréhensible.
518,openai:gpt-4o-mini,Qui vient se cacher chez ted?,Harry et Hagrid,Robin.
519,openai:gpt-4o-mini,qui trouve les fausses truffes,sangliers ou écureuils,Les chiens.
520,openai:gpt-4o-mini,qui trouve les fausses truffes,sangliers,Le chien.
521,openai:gpt-4o-mini,qui est l'hote de de cordyceps,champignons,Les insectes.
522,openai:gpt-4o-mini,qui est l'hote de de cordyceps,Elaphomyces,Les insectes.
523,openai:gpt-4o-mini,quels sont les parasites de elaphomyces,Elaphocordyceps,"Elaphomyces est parasité par des champignons, bactéries et nématodes."
524,openai:gpt-4o-mini,quelle est l'espèce procge de la truffe du cerf,Elaphocordyceps,Tuber melanosporum
525,openai:gpt-4o-mini,comment les fausses truffes se signalent elles,parasités par d'autres champignons,Par leur odeur.
526,openai:gpt-4o-mini,comment les fausses truffes se signalent elles,odorat,Par leur odeur.
527,openai:gpt-4o-mini,où sont les sporocarpes en amerique du nord,dans les forêts anciennes du Nord-ouest,Dans les forêts.
528,openai:gpt-4o-mini,où sont les sporocarpes en amerique du nord,dans les forêts anciennes du Nord-ouest,Dans les forêts humides.
529,openai:gpt-4o-mini,"quand y a t,il le plus de sporocarpes",été,En automne.
530,openai:gpt-4o-mini,quand a t'on étudié les sporocarpes,1990,Au XIXe siècle.
531,openai:gpt-4o-mini,quelle quantité maximale de sporocarpes,4,Variable selon l'espèce.
532,openai:gpt-4o-mini,quels sporocarpes,Elaphomyces,Mousserons.
533,openai:gpt-4o-mini,Qui est le chef de Jean en 1947?,Maurice Thorez,Staline.
534,openai:gpt-4o-mini,Qui est le chef de Jean en 1947?,Maurice Thorez,Staline.
535,openai:gpt-4o-mini,De quelle région Jean est il sénateur ?,la Seine,Île-de-France.
536,openai:gpt-4o-mini,Quel événement questionne Jean sur ses convictions?,XXe congrès du Parti communiste de l'Union soviétique,La mort de son père.
537,openai:gpt-4o-mini,Quand le PCF n'est plus dans la coalition au pouvoir?,1947,1978.
538,openai:gpt-4o-mini,Quand le PCF n'est plus dans la coalition au pouvoir?,1947,En 1997.
539,openai:gpt-4o-mini,Quand le PCF n'est plus dans la coalition au pouvoir?,1947,1978.
540,openai:gpt-4o-mini,Où Jean est-il professeur ?,l'école centrale du parti,À l'université.
541,openai:gpt-4o-mini,Où travaille Gilbert Dupont?,la Dernière heure,À la Caisse d'Épargne.
542,openai:gpt-4o-mini,Quelle est la profession de Gilbert Dupont?,journaliste de la Dernière heure,Médecin.
543,openai:gpt-4o-mini,Quelle est la profession de Gilbert Dupont?,journaliste,Inconnu.
544,openai:gpt-4o-mini,Quand Gilbert Dupont a réalisé l'entretien de Paul?,quelques mois avant sa mort,En 2021.
545,openai:gpt-4o-mini,Quand Gilbert Dupont a réalisé l'entretien de Paul?,quelques mois avant sa mort,En 2021.
546,openai:gpt-4o-mini,Paul fait il acte de repentance?,Il minimise son action,Oui.
547,openai:gpt-4o-mini,Paul fait il acte de repentance?,Sans exprimer de remords,Oui.
548,openai:gpt-4o-mini,Pourquoi selon lui Paul a-t-il collaboré?,Il fallait bien que je fasse quelque chose,Pour survivre.
549,openai:gpt-4o-mini,Pourquoi selon lui Paul a-t-il collaboré?,Il fallait bien que je fasse quelque chose. Je n’allais pas vendre des chaussures quand même,Pour des raisons personnelles.
550,openai:gpt-4o-mini,Pourquoi Paul ne purge-t-il pas sa peine?,Sa peine étant prescrite,Il est en appel.
551,openai:gpt-4o-mini,Combien d'argent possédait sa soeur ?,832 000 euros,Je ne sais pas.
552,openai:gpt-4o-mini,Qui arrêta Paul ?,section terrorisme de la P.J. de Liège,Sa présence dans le récit.
553,openai:gpt-4o-mini,Qui a jugé Paul ?,le magistrat Van Leeuw,Ponce Pilate.
554,openai:gpt-4o-mini,Avec qui Paul parlait encore en Belgique?,sœur,Avec son frère.
555,openai:gpt-4o-mini,Pourquoi peut on considérer que Paul a été un collaborateur actif ?,dénonçant les réfractaires au Service du travail obligatoire,Parce qu'il a participé à des actions significatives.
556,openai:gpt-4o-mini,Pour quelle organisation Paul travaille ?,autorités allemandes,
557,openai:gpt-4o-mini,Pour quelle organisation Paul travaille ?,Werbestelle,Pas d'information.
558,openai:gpt-4o-mini,Quel est le périmètre administratif couvert par Paul ?,du Hainaut et d'une partie du Brabant wallon,Inconnu.
559,openai:gpt-4o-mini,Quel est le périmètre administratif couvert par Paul ?,Hainaut et d'une partie du Brabant wallon,Inconnu.
560,openai:gpt-4o-mini,Qui donne son pouvoir à Paul ?,les autorités allemandes,La voix.
561,openai:gpt-4o-mini,Qui donne son pouvoir à Paul ?,les autorités allemandes,La voix.
562,openai:gpt-4o-mini,Sur quoi se base Paul pour trouver les travailleurs?,registres civils,Sur des recommandations.
563,openai:gpt-4o-mini,Dans quelle région habite la famille Van Aerschodt ?,wallonie,Namur.
564,openai:gpt-4o-mini,Quelle est sa religion?,catholiques,Inconnue.
565,openai:gpt-4o-mini,Quelle est sa religion?,catholiques,Inconnue.
566,openai:gpt-4o-mini,Quelle est la profession des géniteurs de paul ?,professeurs,Inconnue.
567,openai:gpt-4o-mini,Qui est signalé à la kommandantur par paul ?,Monsieur Mathieu,Gustave.
568,openai:gpt-4o-mini,Qui guide paul vers le nazisme ?,Louis Dumoulin,Hitler.
569,openai:gpt-4o-mini,Qui guide paul vers le nazisme ?,Louis Dumoulin,Hitler.
570,openai:gpt-4o-mini,Pourquoi Van Aerschodt n'a pas subi sa peine ?,Sa peine étant prescrite depuis 1976,Il est décédé.
571,openai:gpt-4o-mini,Pourquoi Van Aerschodt n'a pas subi sa peine ?,Sa peine étant prescrite,Il est décédé.
572,openai:gpt-4o-mini,Quel est l'alias de Van Aerschodt ?,Juan Pablo Simons,Vanna.
573,openai:gpt-4o-mini,Pourquoi Van Aerschodt a-t-il été condamné ?,collaborateur belge du nazisme,Pour escroquerie.
574,openai:gpt-4o-mini,Pourquoi Van Aerschodt a-t-il été condamné ?,collaborateur belge du nazisme,Pour fraude.
575,openai:gpt-4o-mini,Quand a-t-il été condamné?,en avril 1946,En 2021.
576,openai:gpt-4o-mini,Quand a-t-il été condamné?,avril 1946,En 2020.
577,openai:gpt-4o-mini,Quand a-t-il arrêté ?,28 octobre 2008,En 2020.
578,openai:gpt-4o-mini,Quand a-t-il arrêté ?,le 28 octobre 2008,Il a arrêté en 2020.
579,openai:gpt-4o-mini,Wilfrid Laurier est il opposé à la conscription ?,"la population y est généralement opposée, votant majoritairement pour Wilfrid Laurier",Oui.
580,openai:gpt-4o-mini,Les acadiens prennent-ils part à la guerre?,importante,Oui.
581,openai:gpt-4o-mini,Les acadiens prennent-ils part à la guerre?,La participation des Acadiens à l'effort de guerre est par contre importante,Oui.
582,openai:gpt-4o-mini,Quand démarre la guerre ?,1914,1914
583,openai:gpt-4o-mini,Qui sont les partenaires des acadiens pour les discussions avec le gouvernement ?,les anglophones,Les Premières Nations.
584,openai:gpt-4o-mini,Qui sont les partenaires des acadiens pour les discussions avec le gouvernement ?,anglophones,Les gouvernements provinciaux et fédéral.
585,openai:gpt-4o-mini,Le 165 bataillon combat il séparément ?,ne participe pas au combat en tant qu'unité distincte,Oui.
586,openai:gpt-4o-mini,Le 165 bataillon combat il séparément ?,il ne participe pas au combat en tant qu'unité distincte,Non.
587,openai:gpt-4o-mini,Où est ce que le plus grand nombre de personnes peut etre rassemblé ?,sur le parvis extérieur,Stade.
588,openai:gpt-4o-mini,Où est ce que le plus grand nombre de personnes peut etre rassemblé ?,le parvis extérieur,Stade.
589,openai:gpt-4o-mini,L'église a combien d'étage ?,deuxième étage,Une.
590,openai:gpt-4o-mini,L'église a combien d'étage ?,deuxième,Deux.
591,openai:gpt-4o-mini,Les chapelles sont elles indépendantes ?,peuvent éventuellement être aménagées pour des cérémonies autres que celle se déroulant dans la partie principale de l'église,Non.
592,openai:gpt-4o-mini,Pourquoi le toit est il vert?,oxydé,À cause de la végétation.
593,openai:gpt-4o-mini,Est ce que des morts sont présents dans l'Eglise?,Dans le sous-sol de la basilique se trouvent les cryptes,Oui.
594,openai:gpt-4o-mini,Qui sont les usagers de la basilique ?,pèlerins du monde entier,Les fidèles.
595,openai:gpt-4o-mini,Qu'est ce qui rappelle l'universalité de dieu?,la forme circulaire,L'amour.
596,openai:gpt-4o-mini,A qui est consacré l'église?,Notre-Dame de Guadalupe,À saint Pierre.
597,openai:gpt-4o-mini,Quel caractéristique architecturale permet d'accueillir plus de participants ?,la forme circulaire,Capacité d'accueil.
598,openai:gpt-4o-mini,Quelle est la fonction de la personne ayant consacré le batiment?,archevêque,Architecte.
599,openai:gpt-4o-mini,Pourquoi la basilique n'est elle pas considéré comme une propriété de l'Eglise?,Du fait des lois anticléricales,Elle appartient à l'État.
600,openai:gpt-4o-mini,Quelle année a été éditée la loi sur la propriété des églises?,en 1992,1905
601,openai:gpt-4o-mini,Quelle année a été éditée la loi sur la propriété des églises?,1992,1905
602,openai:gpt-4o-mini,Qui pourrait refuser la nationalisation de l'église ?,"l’épiscopat mexicain, ni l’archidiocèse de Mexico",L'Église elle-même.
603,openai:gpt-4o-mini,A quoi continuera de servir l'eglise ?,son usage reste au profit du culte,À la spiritualité.
604,openai:gpt-4o-mini,A quoi continuera de servir l'eglise ?,culte,À la communauté.
605,openai:gpt-4o-mini,Quel type d'Etat le Mexique possède-t-il ?,État fédéral,République fédérale.
606,openai:gpt-4o-mini,Quel type d'Etat le Mexique possède-t-il ?,État fédéral,Fédération.
607,openai:gpt-4o-mini,Quel promontoire est proche du bâtiment ?,la colline de Tepeyac,Promontoire rocheux.
608,openai:gpt-4o-mini,Quel ensemble plus grand inclus la basilique Notre Dame de Guadalupe?,Sanctuaire marial de Notre-Dame de Guadalupe,Santuaire de Notre-Dame de Guadalupe.
609,openai:gpt-4o-mini,Pourquoi l'ancienne basilique représentait elle un risque ?,instabilité,Instabilité structurelle.
610,openai:gpt-4o-mini,Qu'est ce qui est situé à l'est de la basilique?,Atrium des Amériques,Le cloître.
611,openai:gpt-4o-mini,Dans quelle ville se situe la basilique?,Mexico,Rome.
612,openai:gpt-4o-mini,Quel est le lieu de l'église catholique recevant le plus de visiteurs ?,la cité du Vatican,Le Vatican.
613,openai:gpt-4o-mini,Combien de personnes viennent à Notre-Dame-de-Guadalupe ?,plusieurs millions,Environ 10 millions par an.
614,openai:gpt-4o-mini,Combien de personnes peuvent être accueillis à l'intérieur de l'édifice principal ?,10 000,500.
615,openai:gpt-4o-mini,Combien de personnes peuvent être accueillis à l'intérieur de l'édifice principal ?,10 000,500.
616,openai:gpt-4o-mini,Pourquoi le nouveau bâtiment a été construit ?,pour permettre d'accueillir un plus grand nombre de pèlerins,Pour répondre à un besoin.
617,openai:gpt-4o-mini,"Au 20 ème siécle, quelle version de notre dame de guadalupe a été construite ?",église moderne,Basilique de Notre-Dame de Guadalupe.
618,openai:gpt-4o-mini,Où est ce que poussent les Elaphomyces ?,sous le sol,Sous terre.
619,openai:gpt-4o-mini,Est-ce que les elaphomyces sont particulièrement visibles ?,toujours très discrets,Non.
620,openai:gpt-4o-mini,Dans quel environnement trouve-t-on les elaphomyces ?,les forêts anciennes,Sous les conifères.
621,openai:gpt-4o-mini,Quelle est la durée du développement des Elaphomyces ?,durant tout leur cycle de vie,Environ 2 à 3 mois.
622,openai:gpt-4o-mini,Quelle est la durée du développement des Elaphomyces ?,tout leur cycle de vie,Environ un à trois ans.
623,openai:gpt-4o-mini,Comment les elaphomyces sont communément appelées?,"fausses truffes, truffes du cerf ou truffes des cerfs",Truffes de terrain.
624,openai:gpt-4o-mini,Qui est la mère de Nymphadora Tonks ?,Nymphadora,Andromeda Tonks.
625,openai:gpt-4o-mini,Qui est la mère de Nymphadora Tonks ?,Andromeda,Andromeda Tonks.
626,openai:gpt-4o-mini,Qui sont les tantes de Nymphadora Tonks?,Bellatrix Lestrange et de Narcissa Malefoy,Les sœurs de Andromeda Tonks.
627,openai:gpt-4o-mini,Qui sont les tantes de Nymphadora Tonks?,Bellatrix Lestrange et de Narcissa Malefoy,"Les sœurs de sa mère, Andromeda Tonks."
628,openai:gpt-4o-mini,Pourquoi Andromeda n'a plus de lien avec sa famille ?,Elle est mariée à Ted Tonks,Elle a été éloignée de sa famille.
629,openai:gpt-4o-mini,Quel est le nom de jeune fille d'Andromeda ?,Black,Cassiopeia.
630,openai:gpt-4o-mini,Andromeda s'entendait-elle bien avec Sirius ?,son cousin préféré,Non.
631,openai:gpt-4o-mini,Que peut on boire pour guérir quand on est enrhumé ?,la Pimentine,Tisane.
632,openai:gpt-4o-mini,Que peut on boire pour guérir quand on est enrhumé ?,la Pimentine,Tisane.
633,openai:gpt-4o-mini,Que peut on boire pour guérir quand on est enrhumé ?,la Pimentine,Tisane.
634,openai:gpt-4o-mini,Quel est le métier de Poppy Pomfresh ?,infirmière,Manucure.
635,openai:gpt-4o-mini,Quel est le diminutif de Poppy Pomfresh ?,Pompom,Poppy.
636,openai:gpt-4o-mini,Quels sont les conséquences indésirables de la Pimentine?,faire fumer les oreilles,Effets secondaires divers comme des troubles digestifs.
637,openai:gpt-4o-mini,Poppy Pomfresh est elle une magicienne ?,infirmière,Non.
638,openai:gpt-4o-mini,Poppy Pomfresh est elle une magicienne ?,elle possède des capacités magiques,Non.
639,openai:gpt-4o-mini,Pourquoi d'Arçon participe-t-il à l'assaut ?,Pour être plus sûr de la position de ses prames et de la justesse de ses calculs,Pour prouver son courage.
640,openai:gpt-4o-mini,Pourquoi d'Arçon participe-t-il à l'assaut ?,Pour être plus sûr de la position de ses prames et de la justesse de ses calculs,Pour l'honneur.
641,openai:gpt-4o-mini,Pourquoi les relations entre les français et les espagnols sont-elles mauvaises?,chacun jalousant les autres,Historique et culturel.
642,openai:gpt-4o-mini,Où était Arçon lors de l'assaut ?,sur un frêle esquif exposé au feu de la place,À l'intérieur.
643,openai:gpt-4o-mini,Qui commande la défense du fort ?,George Augustus Eliott,Le commandant.
644,openai:gpt-4o-mini,Qui commande la défense du fort ?,George Augustus Eliott,Le commandant.
645,openai:gpt-4o-mini,Comment s'appelle l'adversaire d'Eliott ?,Arçon,Park.
646,openai:gpt-4o-mini,Qui prend la tête de l'initiative ?,la France,Le leader.
647,openai:gpt-4o-mini,Comment l'armée envisage-t-elle de conquérir Gibraltar ?,une opération navale,Aucune information disponible.
648,openai:gpt-4o-mini,Quel était la profession de Le Michaud d'Arçon ?,officier du génie,Écrivain.
649,openai:gpt-4o-mini,Comment est constitué le blindage des prames ?,plaques de trois épaisseurs de chêne,En acier.
650,openai:gpt-4o-mini,Comment est constitué le blindage des prames ?,de plaques de trois épaisseurs de chêne,Acier ou métal renforcé.
651,openai:gpt-4o-mini,Pourquoi les prames permettent-ils de s'approcher au plus prés de la forteresse?,bâtiments de transport à fond plat,Elles permettent un accès direct aux côtes.
652,openai:gpt-4o-mini,Pourquoi les prames permettent-ils de s'approcher au plus prés de la forteresse?,bâtiments de transport à fond plat,Grâce à leur faible tirant d'eau.
653,openai:gpt-4o-mini,Quelle stratégie naturelle de guerre ne peut pas être choisie ?,assaut direct,La paix.
654,openai:gpt-4o-mini,Quelle stratégie naturelle de guerre ne peut pas être choisie ?,un assaut direct,La défaite.
655,openai:gpt-4o-mini,Quelle métaphore est utilisée pour l'imposante forteresse ?,orgueilleux rocher,La citadelle.
656,openai:gpt-4o-mini,Quelle métaphore est utilisée pour l'imposante forteresse ?,l'orgueilleux rocher,La citadelle.
657,openai:gpt-4o-mini,Quel est le contingent de l'armée franco-espagnole ?,40 000 hommes,Inconnu.
658,openai:gpt-4o-mini,Quels équipements permettraient de survivre en immersion ?,des pourpoints de cuir » ou « scafandres,Gilet de sauvetage.
659,openai:gpt-4o-mini,Quels équipements permettraient de survivre en immersion ?,des pourpoints de cuir » ou « scafandres,"Vêtements imperméables, gilet de sauvetage, dispositifs de signalisation."
660,openai:gpt-4o-mini,Quels équipements permettraient de survivre en immersion ?,des pourpoints de cuir » ou « scafandres,Vêtements imperméables et isolants.
661,openai:gpt-4o-mini,Comment l'armée franco-espagnole imagine-t-elle détruire la forteresse ?,des mines emplies « d'un vinaigre qui dévore la pierre et le transforme en sable,Encercler et bombarder.
662,openai:gpt-4o-mini,Pourquoi les Espagnols et les Français ont-ils combattu ensemble?,"alliance entre les deux familles de Bourbon qui régnaient à Versailles et à Madrid, et aussi pour des raisons stratégiques",Pour s'opposer à un ennemi commun.
663,openai:gpt-4o-mini,Pourquoi les Espagnols et les Français ont-ils combattu ensemble?,alliance entre les deux familles de Bourbon,Pour des alliances militaires contre des ennemis communs.
664,openai:gpt-4o-mini,Pourquoi les Espagnols et les Français ont-ils combattu ensemble?,au nom de l'alliance entre les deux familles de Bourbon,Pour des intérêts communs contre des ennemis partagés.
665,openai:gpt-4o-mini,Qu'a subi la garnison britannique lors du siège ?,un blocus et un bombardement soutenu,Une famine.
666,openai:gpt-4o-mini,De quelle nationalité est George Eliott ?,britannique,Britannique.
667,openai:gpt-4o-mini,Quel est le régime politique en Espagne ?,familles de Bourbon qui régnaient à Versailles et à Madrid,Monarchie parlementaire.
668,openai:gpt-4o-mini,Quel est le régime politique en Espagne ?,régnaient,Monarchie parlementaire.
669,openai:gpt-4o-mini,Comment s'appelle l'armée Britannique?,Royal Navy,British Army.
670,openai:gpt-4o-mini,Quel était l'état d'esprit des japonais lors du traité de Versailles?,Ulcérés,Fierté.
671,openai:gpt-4o-mini,Quel était l'état d'esprit des japonais lors du traité de Versailles?,Ulcérés,Satisfait.
672,openai:gpt-4o-mini,Quelle idéologie considère le Japon comme le centre du monde ?,hakkō ichi'u,Nihonjinron.
673,openai:gpt-4o-mini,Quelle idéologie considère le Japon comme le centre du monde ?,la doctrine du hakkō ichi'u,Nihonjinron.
674,openai:gpt-4o-mini,Que veut dire hakko ichi'u,les huit coins du monde sous un seul toit,L'unité des huit principes.
675,openai:gpt-4o-mini,Quelle est la sphère d'influence du Japon selon l'idéologie ?, l'Asie,Asie de l'Est.
676,openai:gpt-4o-mini,Quel est le régime politique du Japon ?,institution impériale,Monarchie constitutionnelle.
677,openai:gpt-4o-mini,Quel est le régime politique du Japon ?,impériale,Monarchie constitutionnelle.
678,openai:gpt-4o-mini,Quelle langue parle la population présente au Canada lors de la guerre d'indépendance américaine ?,francophone,Anglais et français.
679,openai:gpt-4o-mini,Dans quel moment historique s'inscrit la guerre d'indépendance américaine ?,révolution américaine,1775-1783.
680,openai:gpt-4o-mini,Dans quel moment historique s'inscrit la guerre d'indépendance américaine ?,la révolution américaine,1775-1783.
681,openai:gpt-4o-mini,Dans quel moment historique s'inscrit la guerre d'indépendance américaine ?,la révolution américaine ,1783.
682,openai:gpt-4o-mini,Dans quel pays a eu lieu la guerre d'indépendance américaine ?,aux États-Unis,États-Unis.
683,openai:gpt-4o-mini,Quand des pays tiers sont ils intervenus dans la guerre d'indépendance américaine ?,à partir de 1777,1775-1783.
684,openai:gpt-4o-mini,Quand des pays tiers sont ils intervenus dans la guerre d'indépendance américaine ?, à partir de 1777,En 1778.
685,openai:gpt-4o-mini,Quelle est la forme instiutionnelle des Etats Unis ?,républicaines,République fédérale.
686,openai:gpt-4o-mini,De quelle classe sociale est issue Jean Chaitron ?,ouvrière,Classe ouvrière.
687,openai:gpt-4o-mini,Quand Jean Chaitron a-t-il commencé à travailler,jeune,En 2001.
688,openai:gpt-4o-mini,Quand Jean Chaitron a-t-il commencé à travailler, jeune ,En 1986.
689,openai:gpt-4o-mini,Combien d'enfants avaient les parents de Jean Chaintron ?,neuf enfants,Deux.
690,openai:gpt-4o-mini,Quand Jean Chaintron rejoint-il le SRI?,1930,1983.
691,openai:gpt-4o-mini,Où Jean Chaintron est-il envoyé par la SRI ?,URSS,À Nyons.
692,openai:gpt-4o-mini,Où Jean Chaintron est-il envoyé par la SRI ?,en URSS,À l'étranger.
693,openai:gpt-4o-mini,De quoi sont suspectés les administrateurs du comité de surveillance ?,d'avoir dépouillé leurs victimes,De négligence.
694,openai:gpt-4o-mini,Quelle est la profession de celui qui suspecté les administrateurs du comité de surveillance d'avoir volé les victimes ?,journaliste,Détective.
695,openai:gpt-4o-mini,Qui pointe du doigt les administrateurs du comité ?,Roch Marcandier,Les membres du comité.
696,openai:gpt-4o-mini,Qui pointe du doigt les administrateurs du comité ?,Roch Marcandier,Les membres.
697,openai:gpt-4o-mini,Dans quel ouvrage Roch Marcandier porte-t-il ses accusations contre les administrateurs du comité ?,Les hommes de Proie,"""Les Dérives du pouvoir"""
698,openai:gpt-4o-mini,Quelle institution est soupçonnée d'abus de position dominante ?,Commune,Google.
699,openai:gpt-4o-mini,Quelle institution est soupçonnée d'abus de position dominante ?,La Commune,Google.
700,openai:gpt-4o-mini,De quoi Panis est il suspecté ?,abusé de ses fonctions comme membre du comité de surveillance,Corruption.
701,openai:gpt-4o-mini,De quoi Panis est il suspecté ?,avoir abusé de ses fonctions comme membre du comité de surveillance,De terrorisme.
702,openai:gpt-4o-mini,De quoi Panis est il suspecté ?,d'avoir abusé de ses fonctions comme membre du comité de surveillance,De détournement de fonds.
703,openai:gpt-4o-mini,Qui prend l'initiative de sanctionner Panis ?,conseil général de la Commune,L'État.
704,openai:gpt-4o-mini,Qui prend l'initiative de sanctionner Panis ?,le conseil général de la Commune,L'État.
705,openai:gpt-4o-mini,À qui sont transmis les éléments du dossier ?,au conseil exécutif,Au juge.
706,openai:gpt-4o-mini,Qui transmet les éléments au conseil exécutif ?,le Conseil général,Le gouvernement.
707,openai:gpt-4o-mini,Quell mesure est prise contre Panis dès septembre 1792 ?,un double arrêté,Il est arrêté.
708,openai:gpt-4o-mini,Qui aurait prévenu Danton ?,Alquier,Desmoulins.
709,openai:gpt-4o-mini,Qui aurait volé les bijoux des prisonniers ?,François Héron,Le gardien.
710,openai:gpt-4o-mini,Combien de personnes ont été tuées ce soir là aux écuries de la Reine ?,treize,Quatre.
711,openai:gpt-4o-mini,À quelle fonction ont été affecté les écuries de la Reine ?,maison d'arrêt,Musée.
712,openai:gpt-4o-mini,Qui a été suspecté du vol des bagages des détenus ?,Claude Fournier,Un agent de la prison.
713,openai:gpt-4o-mini,Combien de prisonniers ont échappé au massacre ?,huit,Aucun.
714,openai:gpt-4o-mini,Qui était le maire de Versailles au moment du massacre ?,Hyacinthe Richaud,Jacques Lemaire.
715,openai:gpt-4o-mini,Qui a tué les 44 prisonniers ?,La foule,Inconnu.
716,openai:gpt-4o-mini,Qui a tué les 44 prisonniers ?,La foule,Inconnu.
717,openai:gpt-4o-mini,Où la foule accroche-t-elle les têtes des prisonniers exécutés ?,sur les grilles du château,Sur des piques.
718,openai:gpt-4o-mini,Combien de personnes ont été massacrées ?,quarante-quatre,Un million.
719,openai:gpt-4o-mini,Combien de personnes ont été massacrées ?,quarante-quatre,"Sans précision, je ne peux pas répondre."
720,openai:gpt-4o-mini,Quelle est la différence entre la durée synodique de la lune calculée par Kidinnu et la valeur actuelle ?,environ une demi-seconde,"0,04 jour."
721,openai:gpt-4o-mini,Quelle est la durée moyenne entre deux nouvelles lunes ?,"29,53 jours environ","29,5 jours."
722,openai:gpt-4o-mini,Quelle est la durée du mois synodique selon Kidinnu ?,"29 j 12 h 44 min 3,3 s","29,5306 jours."
723,openai:gpt-4o-mini,Quelle est la durée du mois synodique selon Kidinnu ?,"29,53 jours environ","29,53059 jours."
